order_id,customer_id,status,order_ts,total_cents,currency,region
O-108776,C-0566,pending,2025-05-25T17:48:20Z,15055718,JPY,NA
O-108777,C-1828,processing,2025-04-28T05:51:33Z,4560818,EUR,NA
O-108778,C-0455,cancelled,2025-01-16T18:09:27Z,14298516,USD,EU
O-108779,C-0873,pending,2026-05-31T19:19:08Z,6738147,USD,APAC
O-108780,C-1885,refunded,2026-03-03T23:09:49Z,2932948,JPY,EU
O-108781,C-1586,delivered,2025-05-13T02:00:02Z,25987940,JPY,NA
O-108782,C-1477,pending,2025-06-16T19:00:31Z,4942358,USD,EU
O-108783,C-1422,delivered,2025-10-07T10:48:22Z,3839170,USD,NA
O-108784,C-1761,delivered,2026-01-31T15:19:00Z,3987854,USD,EU
O-108785,C-0201,delivered,2025-10-24T04:53:36Z,29965,USD,NA
O-108786,C-0701,delivered,2026-05-28T10:46:21Z,17502317,USD,NA
O-108787,C-0861,delivered,2025-06-28T19:03:38Z,778957,USD,NA
O-108788,C-0686,pending,2025-08-16T18:38:41Z,7477097,USD,NA
O-108789,C-0119,delivered,2025-10-13T20:32:15Z,4756519,EUR,NA
O-108790,C-1636,delivered,2025-07-21T05:10:47Z,2556414,USD,EU
O-108791,C-0763,refunded,2025-07-18T08:36:35Z,2166906,USD,NA
O-108792,C-1189,delivered,2026-05-14T09:50:48Z,8696248,USD,NA
O-108793,C-1739,delivered,2026-01-31T09:54:18Z,9453234,USD,EU
O-108794,C-1815,delivered,2025-04-08T02:24:48Z,386935,EUR,NA
O-108795,C-1243,delivered,2025-11-14T22:53:32Z,5370738,USD,NA
O-108796,C-1320,processing,2025-06-24T21:20:36Z,29685356,USD,NA
O-108797,C-1628,delivered,2026-01-09T05:18:25Z,6641103,EUR,EU
O-108798,C-0496,delivered,2026-04-18T08:06:21Z,4704758,USD,NA
O-108799,C-1450,delivered,2025-01-02T06:23:38Z,10693127,USD,APAC
O-108800,C-0673,delivered,2025-10-02T05:28:03Z,1697980,EUR,APAC
O-108801,C-0210,delivered,2025-01-18T12:01:35Z,1485149,USD,APAC
O-108802,C-1231,delivered,2025-03-07T15:16:08Z,11088098,USD,NA
O-108803,C-1101,delivered,2025-02-05T03:08:43Z,17009775,USD,NA
O-108804,C-0388,delivered,2025-07-09T15:13:52Z,6088983,GBP,EU
O-108805,C-0254,delivered,2025-02-16T13:52:05Z,961650,USD,EU
O-108806,C-1301,processing,2026-05-21T01:14:10Z,18734492,USD,EU
O-108807,C-0598,delivered,2026-05-14T20:05:29Z,3702884,USD,EU
O-108808,C-0335,shipped,2025-04-29T23:11:35Z,3201085,USD,EU
O-108809,C-0679,pending,2025-11-01T00:05:21Z,2367534,GBP,NA
O-108810,C-0430,delivered,2026-02-23T19:21:20Z,586275,USD,NA
O-108811,C-1690,delivered,2025-01-23T03:12:09Z,7238475,USD,NA
O-108812,C-0974,processing,2025-12-03T06:36:05Z,655360,EUR,APAC
O-108813,C-1167,delivered,2025-03-06T09:43:29Z,10375479,GBP,NA
O-108814,C-0120,delivered,2025-10-01T11:31:34Z,679122,GBP,EU
O-108815,C-0104,shipped,2025-09-02T05:02:40Z,12184383,GBP,EU
O-108816,C-0437,processing,2026-06-18T01:40:11Z,5817225,USD,EU
O-108817,C-0445,delivered,2026-02-21T10:50:04Z,3539671,USD,NA
O-108818,C-0257,delivered,2025-02-21T00:57:45Z,2346270,USD,APAC
O-108819,C-0023,delivered,2025-05-01T00:57:44Z,728970,EUR,LATAM
O-108820,C-0959,shipped,2025-08-28T08:41:34Z,662180,USD,APAC
O-108821,C-0981,delivered,2025-06-28T16:02:29Z,20344013,USD,APAC
O-108822,C-0004,delivered,2025-05-03T13:18:23Z,98596,USD,NA
O-108823,C-0864,delivered,2026-04-03T13:24:34Z,4002010,USD,APAC
O-108824,C-0622,delivered,2026-03-18T10:11:38Z,1901496,USD,EU
O-108825,C-1795,delivered,2025-12-15T02:12:22Z,7446975,USD,NA
O-108826,C-1661,delivered,2026-03-01T14:02:22Z,3932290,GBP,NA
O-108827,C-1775,delivered,2025-01-23T22:27:51Z,878898,JPY,EU
O-108828,C-1756,delivered,2026-04-17T04:29:22Z,16329574,USD,EU
O-108829,C-1001,cancelled,2026-06-02T11:06:57Z,10158479,USD,NA
O-108830,C-0714,pending,2025-07-20T02:16:32Z,1368190,USD,NA
O-108831,C-1079,delivered,2025-10-01T21:09:30Z,1368122,GBP,EU
O-108832,C-1946,delivered,2025-10-16T18:40:35Z,8835459,GBP,NA
O-108833,C-1523,delivered,2025-07-21T08:35:21Z,7779675,USD,EU
O-108834,C-0432,refunded,2025-06-03T07:59:05Z,11191760,JPY,APAC
O-108835,C-1647,pending,2025-04-05T20:54:04Z,10469034,USD,EU
O-108836,C-1551,cancelled,2025-09-27T05:47:43Z,3079894,USD,EU
O-108837,C-0054,processing,2026-03-01T20:14:41Z,1728744,USD,APAC
O-108838,C-1481,cancelled,2025-11-28T13:29:20Z,10986897,EUR,EU
O-108839,C-0057,delivered,2025-08-10T10:46:44Z,6263719,EUR,NA
O-108840,C-1273,delivered,2025-09-28T10:25:04Z,7751908,USD,NA
O-108841,C-0547,delivered,2025-11-03T08:03:11Z,8361136,USD,NA
O-108842,C-0341,processing,2025-12-23T00:49:13Z,660528,EUR,NA
O-108843,C-0137,refunded,2025-01-06T14:53:49Z,10165824,EUR,NA
O-108844,C-1609,cancelled,2025-11-13T12:27:08Z,10377278,GBP,NA
O-108845,C-0121,shipped,2026-03-23T07:57:31Z,6471595,USD,EU
O-108846,C-1495,pending,2025-11-22T01:33:36Z,49692,JPY,EU
O-108847,C-1452,shipped,2025-09-20T18:27:23Z,2868864,USD,NA
O-108848,C-1948,delivered,2025-07-02T04:04:32Z,7338521,USD,EU
O-108849,C-1912,shipped,2025-08-25T11:43:41Z,11465274,USD,LATAM
O-108850,C-1387,delivered,2026-01-22T15:12:37Z,9754790,USD,LATAM
O-108851,C-0818,delivered,2026-02-07T07:30:02Z,56817,USD,EU
O-108852,C-0670,delivered,2026-01-28T03:25:26Z,914072,EUR,NA
O-108853,C-1324,delivered,2026-01-09T15:58:00Z,7057589,USD,NA
O-108854,C-1276,delivered,2025-04-12T01:54:48Z,1522993,GBP,NA
O-108855,C-1247,processing,2025-07-31T01:54:25Z,830800,EUR,APAC
O-108856,C-0399,delivered,2025-11-24T22:17:11Z,3892093,EUR,EU
O-108857,C-1276,refunded,2025-02-16T17:19:17Z,555467,USD,NA
O-108858,C-0081,refunded,2026-03-14T21:26:09Z,6375214,USD,NA
O-108859,C-0047,delivered,2026-04-08T01:34:46Z,216363,GBP,NA
O-108860,C-0978,delivered,2025-03-24T04:43:39Z,2793582,USD,EU
O-108861,C-1013,processing,2026-03-21T10:13:14Z,24717421,USD,NA
O-108862,C-1979,shipped,2026-03-24T14:18:47Z,9251848,EUR,LATAM
O-108863,C-0329,delivered,2025-01-30T19:04:21Z,2100015,EUR,EU
O-108864,C-1529,delivered,2025-09-19T18:32:33Z,14822238,JPY,APAC
O-108865,C-1055,pending,2025-05-03T08:05:31Z,2303703,USD,APAC
O-108866,C-0397,delivered,2025-09-07T05:10:38Z,19400306,USD,EU
O-108867,C-1879,delivered,2026-05-02T20:04:20Z,7957258,JPY,LATAM
O-108868,C-0422,shipped,2025-10-24T23:37:48Z,20473110,EUR,NA
O-108869,C-1712,delivered,2025-04-03T17:08:52Z,29708324,EUR,APAC
O-108870,C-0058,delivered,2025-06-23T16:47:53Z,13686333,EUR,EU
O-108871,C-1141,delivered,2025-02-18T19:30:22Z,16717813,USD,NA
O-108872,C-1817,delivered,2026-03-15T11:56:53Z,11542562,USD,NA
O-108873,C-1448,processing,2025-11-26T01:32:05Z,4863462,USD,NA
O-108874,C-1160,delivered,2025-12-05T07:32:20Z,23172000,EUR,EU
O-108875,C-0408,delivered,2026-03-02T07:12:53Z,2759400,USD,LATAM
O-108876,C-0245,delivered,2025-02-11T02:47:26Z,1453653,USD,NA
O-108877,C-1093,pending,2025-08-03T09:08:19Z,10419300,USD,EU
O-108878,C-0619,processing,2025-10-18T00:00:33Z,15305880,EUR,EU
O-108879,C-1049,delivered,2026-03-25T02:40:02Z,10280911,USD,EU
O-108880,C-1688,delivered,2026-01-10T10:08:29Z,14764585,GBP,APAC
O-108881,C-0503,pending,2025-03-21T14:08:24Z,1530116,USD,EU
O-108882,C-1981,cancelled,2025-09-14T03:12:10Z,15509103,EUR,EU
O-108883,C-0295,pending,2026-01-27T12:22:35Z,9787302,USD,APAC
O-108884,C-1915,pending,2025-05-27T03:15:02Z,3646943,USD,EU
O-108885,C-0275,delivered,2026-06-22T23:51:06Z,2772309,USD,NA
O-108886,C-0101,delivered,2025-07-02T22:04:08Z,2918672,USD,NA
O-108887,C-0109,refunded,2026-05-23T15:57:39Z,7766471,EUR,APAC
O-108888,C-0932,delivered,2025-07-22T11:24:26Z,8606198,USD,EU
O-108889,C-1319,cancelled,2026-03-27T20:50:55Z,1602522,JPY,EU
O-108890,C-1161,delivered,2025-03-09T15:59:11Z,2179440,EUR,NA
O-108891,C-0985,delivered,2026-06-06T19:08:04Z,8074383,EUR,NA
O-108892,C-0704,delivered,2025-03-31T12:48:24Z,4620398,USD,EU
O-108893,C-0466,delivered,2025-08-02T12:44:05Z,2341317,USD,NA
O-108894,C-1809,shipped,2026-03-03T06:55:28Z,14196534,USD,NA
O-108895,C-0885,delivered,2026-02-25T16:52:37Z,2190825,USD,APAC
O-108896,C-1553,delivered,2026-03-23T05:45:26Z,7144060,USD,EU
O-108897,C-1437,shipped,2025-06-12T04:52:56Z,7695405,USD,EU
O-108898,C-0248,refunded,2025-06-20T05:24:48Z,28181364,USD,EU
O-108899,C-0182,delivered,2026-04-04T02:22:29Z,11176409,USD,EU
O-108900,C-1292,refunded,2025-06-18T08:02:44Z,8017026,USD,LATAM
O-108901,C-0279,delivered,2026-06-28T08:31:12Z,755435,USD,EU
O-108902,C-0692,refunded,2025-10-27T13:34:37Z,21250,USD,APAC
O-108903,C-0259,delivered,2026-04-06T06:54:30Z,7742230,USD,NA
O-108904,C-0581,delivered,2026-06-01T05:03:39Z,7167835,EUR,LATAM
O-108905,C-1117,pending,2025-11-18T09:02:05Z,6583889,USD,LATAM
O-108906,C-1523,delivered,2025-11-04T15:49:55Z,56623,USD,APAC
O-108907,C-0883,shipped,2025-08-15T23:07:37Z,4327560,USD,NA
O-108908,C-0675,delivered,2025-01-02T09:23:30Z,15255722,USD,APAC
O-108909,C-1092,processing,2025-06-27T11:21:29Z,3516216,USD,LATAM
O-108910,C-0786,shipped,2026-03-06T08:42:23Z,12046108,USD,NA
O-108911,C-1019,delivered,2025-12-09T23:28:40Z,11766978,USD,NA
O-108912,C-0701,shipped,2025-04-24T18:49:41Z,543898,USD,NA
O-108913,C-1223,delivered,2025-10-13T05:36:31Z,4518025,EUR,NA
O-108914,C-0889,delivered,2025-01-24T21:10:19Z,16708215,EUR,NA
O-108915,C-0259,shipped,2025-09-09T02:04:30Z,1280375,EUR,NA
O-108916,C-0744,delivered,2025-04-13T15:54:11Z,4882080,USD,NA
O-108917,C-1041,delivered,2025-02-24T00:38:08Z,5996758,USD,NA
O-108918,C-1177,processing,2026-06-18T06:35:25Z,8266650,EUR,LATAM
O-108919,C-0911,delivered,2025-08-24T10:01:15Z,712552,EUR,NA
O-108920,C-1820,shipped,2025-09-27T17:27:09Z,20875354,EUR,EU
O-108921,C-1310,processing,2025-07-07T22:55:57Z,184960,EUR,EU
O-108922,C-1020,shipped,2025-02-15T20:55:51Z,13844750,USD,NA
O-108923,C-0790,pending,2025-05-02T12:25:16Z,5434167,USD,EU
O-108924,C-1163,processing,2025-11-28T04:25:29Z,506968,USD,NA
O-108925,C-0620,shipped,2026-01-15T09:29:54Z,300000,USD,NA
O-108926,C-0255,delivered,2025-05-10T09:21:23Z,3601692,JPY,APAC
O-108927,C-0650,delivered,2025-03-12T22:04:17Z,4471372,GBP,LATAM
O-108928,C-0900,delivered,2025-07-10T19:52:27Z,4601592,USD,EU
O-108929,C-1816,pending,2025-07-25T19:05:12Z,4734519,USD,APAC
O-108930,C-1114,pending,2025-05-21T08:22:33Z,13063221,USD,NA
O-108931,C-1196,pending,2025-07-29T02:02:48Z,17517700,EUR,NA
O-108932,C-0621,processing,2025-09-19T07:32:20Z,1092392,USD,LATAM
O-108933,C-1424,delivered,2025-02-12T21:11:46Z,4408655,USD,NA
O-108934,C-1403,delivered,2025-01-30T05:28:07Z,10440748,USD,APAC
O-108935,C-0287,delivered,2025-01-04T23:11:09Z,9570438,USD,NA
O-108936,C-0708,delivered,2025-03-07T15:42:57Z,6278252,USD,NA
O-108937,C-1868,delivered,2025-12-21T05:51:01Z,6554457,USD,NA
O-108938,C-0270,delivered,2026-03-07T19:16:05Z,5319186,USD,EU
O-108939,C-1265,shipped,2025-05-07T17:52:54Z,11036897,USD,NA
O-108940,C-0241,delivered,2026-01-24T06:38:40Z,8514526,USD,EU
O-108941,C-1331,delivered,2026-04-21T14:58:19Z,10755925,USD,EU
O-108942,C-1501,processing,2025-05-16T00:47:32Z,5245632,JPY,NA
O-108943,C-1447,refunded,2026-03-12T20:19:21Z,13807106,USD,NA
O-108944,C-1186,shipped,2025-11-11T02:32:41Z,6882460,GBP,NA
O-108945,C-0522,delivered,2026-06-03T03:19:53Z,685740,JPY,EU
O-108946,C-0370,delivered,2026-02-02T16:54:51Z,16843161,EUR,NA
O-108947,C-1999,pending,2025-04-09T09:26:57Z,7377669,USD,EU
O-108948,C-0978,delivered,2026-04-20T23:32:06Z,1891964,GBP,NA
O-108949,C-1750,delivered,2026-03-26T23:04:11Z,5666472,GBP,NA
O-108950,C-0149,processing,2026-06-14T14:22:29Z,4339270,EUR,LATAM
O-108951,C-0710,pending,2026-06-05T23:17:02Z,19837563,USD,EU
O-108952,C-0305,delivered,2025-05-12T23:52:14Z,16488192,USD,APAC
O-108953,C-1362,processing,2025-04-26T10:15:50Z,19144488,USD,EU
O-108954,C-0836,shipped,2025-12-13T14:22:48Z,17537170,EUR,APAC
O-108955,C-1726,delivered,2025-04-07T14:57:46Z,12804774,USD,NA
O-108956,C-0510,shipped,2026-02-04T10:22:36Z,8185180,USD,EU
O-108957,C-0398,processing,2025-01-02T21:39:12Z,7896790,USD,NA
O-108958,C-0959,delivered,2025-12-05T21:44:49Z,1573545,EUR,APAC
O-108959,C-1046,delivered,2025-06-03T04:29:55Z,17482143,EUR,EU
O-108960,C-0420,delivered,2025-03-22T16:14:00Z,8035489,USD,APAC
O-108961,C-1144,delivered,2025-10-28T01:48:37Z,1072001,EUR,NA
O-108962,C-0323,delivered,2025-12-11T22:14:57Z,10122265,USD,NA
O-108963,C-0155,delivered,2026-05-17T05:07:22Z,6753805,USD,NA
O-108964,C-1289,delivered,2026-05-18T10:33:23Z,8180815,USD,NA
O-108965,C-0824,shipped,2026-04-20T17:11:36Z,98084,USD,EU
O-108966,C-1716,shipped,2025-07-02T16:10:15Z,702740,USD,APAC
O-108967,C-1676,delivered,2025-07-18T10:44:03Z,12448024,USD,EU
O-108968,C-1593,processing,2025-05-30T10:30:17Z,9934145,USD,APAC
O-108969,C-1907,pending,2026-04-11T16:46:14Z,1845145,JPY,NA
O-108970,C-1669,delivered,2026-05-27T12:52:31Z,3080169,USD,APAC
O-108971,C-1521,refunded,2025-03-28T02:09:16Z,4465354,GBP,APAC
O-108972,C-1698,cancelled,2026-06-24T10:45:03Z,6063337,USD,NA
O-108973,C-0327,delivered,2025-11-06T14:54:49Z,5589427,USD,EU
O-108974,C-0029,delivered,2025-11-10T13:51:17Z,14374061,USD,EU
O-108975,C-1072,refunded,2026-04-28T17:50:18Z,1376256,USD,NA
O-108976,C-0792,delivered,2026-05-18T17:02:58Z,4159440,USD,APAC
O-108977,C-0851,delivered,2026-02-27T00:10:50Z,173995,USD,EU
O-108978,C-0901,processing,2025-12-31T21:22:40Z,1754496,USD,EU
O-108979,C-0995,delivered,2025-06-06T07:17:07Z,15087570,EUR,EU
O-108980,C-1541,shipped,2025-02-13T07:57:06Z,22970402,JPY,EU
O-108981,C-1059,delivered,2025-03-30T08:08:32Z,1834533,USD,EU
O-108982,C-0781,processing,2025-10-29T21:44:39Z,16625,EUR,NA
O-108983,C-0554,shipped,2025-02-14T23:51:18Z,3252880,EUR,EU
O-108984,C-0766,delivered,2026-01-19T05:21:03Z,4251717,USD,APAC
O-108985,C-0218,shipped,2025-07-11T14:19:15Z,24928,USD,NA
O-108986,C-1956,refunded,2026-04-25T15:35:27Z,4056671,USD,NA
O-108987,C-0151,shipped,2025-07-11T13:46:14Z,656665,USD,EU
O-108988,C-0884,delivered,2025-05-18T06:54:16Z,8435288,USD,LATAM
O-108989,C-0055,pending,2026-06-06T11:33:41Z,25494711,JPY,NA
O-108990,C-0468,delivered,2025-11-07T12:57:51Z,905267,USD,EU
O-108991,C-1043,delivered,2025-10-08T02:20:58Z,885142,GBP,EU
O-108992,C-0035,delivered,2025-09-21T22:48:20Z,4447755,EUR,NA
O-108993,C-1726,delivered,2025-01-19T08:55:44Z,10266650,USD,EU
O-108994,C-1691,delivered,2025-08-06T11:46:47Z,2238502,EUR,EU
O-108995,C-0505,delivered,2025-09-04T23:37:21Z,9577048,EUR,NA
O-108996,C-1328,processing,2026-02-16T06:04:46Z,2708298,GBP,NA
O-108997,C-1458,delivered,2025-06-11T10:37:39Z,3056464,EUR,EU
O-108998,C-1678,delivered,2025-10-10T09:53:34Z,3509608,USD,NA
O-108999,C-1557,processing,2025-04-13T22:36:49Z,8212094,EUR,APAC
O-109000,C-1005,shipped,2026-03-21T07:43:53Z,1646208,USD,NA
O-109001,C-1080,delivered,2026-06-11T02:55:39Z,365197,EUR,NA
O-109002,C-0600,delivered,2025-11-30T13:59:56Z,1031322,USD,NA
O-109003,C-0216,delivered,2025-09-13T05:59:32Z,6709350,USD,NA
O-109004,C-0911,cancelled,2025-04-20T16:34:11Z,3983090,EUR,APAC
O-109005,C-1082,shipped,2026-06-10T06:12:46Z,2264163,EUR,EU
O-109006,C-0298,processing,2025-08-02T18:56:09Z,1541184,USD,EU
O-109007,C-1110,delivered,2026-02-17T22:59:27Z,23994560,USD,NA
O-109008,C-1872,delivered,2025-09-12T14:49:00Z,6251176,USD,APAC
O-109009,C-1186,cancelled,2026-02-03T21:24:31Z,7635281,GBP,APAC
O-109010,C-0965,refunded,2025-12-31T03:24:09Z,3623886,USD,EU
O-109011,C-1379,delivered,2025-03-31T23:38:14Z,3274207,USD,NA
O-109012,C-0139,shipped,2025-10-21T03:55:21Z,16017407,USD,EU
O-109013,C-1449,delivered,2025-08-11T11:28:10Z,19904963,USD,EU
O-109014,C-1812,delivered,2026-03-20T09:51:13Z,5726132,USD,NA
O-109015,C-0024,delivered,2025-08-05T11:39:07Z,9836066,USD,APAC
O-109016,C-0421,shipped,2025-09-03T21:35:09Z,8370324,EUR,APAC
O-109017,C-1174,delivered,2025-11-23T08:17:39Z,5939205,USD,EU
O-109018,C-1496,processing,2025-02-05T10:53:54Z,25588842,EUR,EU
O-109019,C-0256,delivered,2026-06-03T11:45:13Z,991384,USD,NA
O-109020,C-0261,cancelled,2026-05-19T15:18:46Z,2573616,USD,APAC
O-109021,C-1291,pending,2025-10-22T10:30:16Z,6464045,USD,APAC
O-109022,C-1660,shipped,2025-11-10T10:40:09Z,6282046,JPY,EU
O-109023,C-0012,processing,2025-07-09T23:08:31Z,3925753,EUR,APAC
O-109024,C-0924,processing,2025-07-27T19:13:17Z,49668,JPY,NA
O-109025,C-0423,delivered,2025-01-30T07:05:28Z,16716875,USD,NA
O-109026,C-1275,delivered,2026-02-01T04:55:16Z,3253176,USD,EU
O-109027,C-1544,pending,2026-03-06T00:30:03Z,2613711,USD,EU
O-109028,C-0624,delivered,2025-10-27T06:52:31Z,3029224,USD,NA
O-109029,C-1809,cancelled,2025-08-09T06:19:31Z,2072608,USD,NA
O-109030,C-1564,delivered,2025-08-26T14:05:43Z,12620741,USD,LATAM
O-109031,C-0798,processing,2025-07-18T13:10:41Z,11896428,USD,APAC
O-109032,C-1775,delivered,2026-06-30T06:44:05Z,2689227,USD,EU
O-109033,C-1934,delivered,2025-05-08T11:58:57Z,3056009,USD,LATAM
O-109034,C-1579,cancelled,2025-04-20T08:26:38Z,346200,EUR,APAC
O-109035,C-0426,delivered,2026-04-24T19:52:52Z,6635957,USD,LATAM
O-109036,C-1353,delivered,2026-06-22T23:39:35Z,3842949,EUR,EU
O-109037,C-0567,shipped,2025-01-07T14:16:04Z,2837738,USD,NA
O-109038,C-0599,shipped,2026-02-03T18:43:51Z,5793385,USD,EU
O-109039,C-0229,delivered,2026-03-30T20:42:13Z,7628811,EUR,EU
O-109040,C-0751,delivered,2025-11-24T09:12:23Z,20520243,EUR,NA
O-109041,C-1753,delivered,2025-11-30T09:25:14Z,5557435,USD,EU
O-109042,C-0590,delivered,2025-10-29T15:46:05Z,5787053,GBP,EU
O-109043,C-0753,delivered,2025-04-10T13:01:05Z,2207221,USD,NA
O-109044,C-1419,shipped,2026-04-20T11:49:03Z,1509241,JPY,NA
O-109045,C-0603,delivered,2025-05-06T09:48:01Z,3671427,GBP,EU
O-109046,C-0761,shipped,2025-11-25T07:34:43Z,407792,USD,NA
O-109047,C-1401,shipped,2025-12-08T14:52:01Z,9747132,USD,APAC
O-109048,C-0667,shipped,2025-08-20T08:01:43Z,2733902,EUR,NA
O-109049,C-0432,pending,2025-06-20T19:50:41Z,7601081,JPY,APAC
O-109050,C-1322,shipped,2026-01-30T12:32:24Z,11088495,EUR,EU
O-109051,C-0655,delivered,2025-06-01T11:28:50Z,6262410,USD,APAC
O-109052,C-1950,delivered,2025-10-06T20:43:48Z,4174158,JPY,NA
O-109053,C-0279,delivered,2026-06-27T01:02:33Z,360848,USD,EU
O-109054,C-1296,refunded,2025-11-11T04:36:21Z,3123670,USD,NA
O-109055,C-0823,pending,2025-10-01T04:46:27Z,3644688,EUR,APAC
O-109056,C-1364,pending,2025-12-14T13:24:34Z,14127731,USD,NA
O-109057,C-1861,processing,2025-02-19T07:35:14Z,6437484,USD,EU
O-109058,C-0077,shipped,2025-12-26T21:57:12Z,20353167,EUR,NA
O-109059,C-0506,delivered,2026-04-30T22:15:55Z,4573659,USD,NA
O-109060,C-0404,delivered,2026-06-28T03:53:37Z,31720766,USD,EU
O-109061,C-0129,delivered,2025-05-12T08:21:41Z,5343435,USD,LATAM
O-109062,C-1005,delivered,2025-12-14T15:36:19Z,9749566,USD,EU
O-109063,C-1708,delivered,2026-04-09T15:07:49Z,3623129,USD,NA
O-109064,C-1705,refunded,2025-06-08T12:26:25Z,6476973,EUR,EU
O-109065,C-1838,delivered,2025-10-12T12:01:04Z,25525133,USD,APAC
O-109066,C-1045,delivered,2025-10-03T06:15:26Z,9633692,USD,EU
O-109067,C-1169,delivered,2025-11-22T18:23:21Z,3151597,USD,NA
O-109068,C-0446,delivered,2025-05-12T12:08:01Z,4902312,EUR,NA
O-109069,C-0546,cancelled,2025-05-11T02:35:51Z,15950204,GBP,NA
O-109070,C-0776,delivered,2025-08-23T21:17:43Z,3213075,USD,NA
O-109071,C-0129,delivered,2026-01-18T03:30:16Z,1430423,EUR,EU
O-109072,C-0830,shipped,2026-06-22T18:43:20Z,3796506,EUR,NA
O-109073,C-0594,shipped,2025-06-21T07:36:52Z,1386017,EUR,NA
O-109074,C-0340,pending,2025-02-02T14:00:19Z,7130518,EUR,NA
O-109075,C-0686,delivered,2025-04-09T16:16:58Z,23734221,USD,NA
O-109076,C-1227,delivered,2025-09-30T15:33:23Z,2558310,EUR,EU
O-109077,C-0043,refunded,2026-06-03T08:22:00Z,9647996,USD,APAC
O-109078,C-1995,pending,2026-05-07T23:05:34Z,6645707,USD,NA
O-109079,C-0949,delivered,2026-01-22T01:14:12Z,7181521,JPY,NA
O-109080,C-0692,delivered,2025-07-25T15:04:01Z,4874660,USD,NA
O-109081,C-1995,pending,2026-04-04T17:06:08Z,2200339,JPY,LATAM
O-109082,C-0974,pending,2025-11-16T22:10:10Z,15681468,USD,NA
O-109083,C-0920,refunded,2026-05-07T11:15:59Z,11951093,USD,NA
O-109084,C-0212,delivered,2025-11-09T03:45:48Z,4320423,EUR,NA
O-109085,C-1905,pending,2025-01-15T10:24:50Z,5438562,USD,NA
O-109086,C-1859,shipped,2025-07-17T07:44:35Z,7395986,GBP,NA
O-109087,C-1017,processing,2025-01-29T15:39:36Z,452564,JPY,NA
O-109088,C-0284,shipped,2025-03-14T18:06:18Z,4806776,USD,EU
O-109089,C-1908,delivered,2025-07-24T02:17:46Z,1674871,USD,APAC
O-109090,C-0488,refunded,2026-05-17T01:29:17Z,5658048,USD,NA
O-109091,C-1682,shipped,2025-09-05T08:24:50Z,6833424,USD,EU
O-109092,C-0298,shipped,2025-07-16T11:23:47Z,813386,USD,NA
O-109093,C-0647,delivered,2025-12-06T10:01:32Z,8005350,USD,NA
O-109094,C-1469,delivered,2025-03-30T11:12:20Z,8847790,USD,APAC
O-109095,C-1396,delivered,2025-07-09T10:48:38Z,445616,USD,NA
O-109096,C-0282,delivered,2025-05-26T20:07:40Z,8991027,USD,NA
O-109097,C-1865,delivered,2025-08-20T06:48:22Z,2555626,EUR,NA
O-109098,C-1879,delivered,2026-05-12T12:31:16Z,9895290,USD,LATAM
O-109099,C-0647,cancelled,2025-03-29T08:56:57Z,4365526,USD,NA
O-109100,C-1105,processing,2025-05-15T12:34:18Z,6123634,USD,NA
O-109101,C-0879,delivered,2026-04-17T16:22:27Z,17923529,USD,APAC
O-109102,C-0882,delivered,2025-07-07T00:36:07Z,3076276,USD,APAC
O-109103,C-0836,cancelled,2026-02-26T12:57:51Z,5663260,JPY,NA
O-109104,C-0355,shipped,2026-03-19T20:36:37Z,7758615,USD,NA
O-109105,C-0428,refunded,2025-04-20T02:07:32Z,16198930,USD,NA
O-109106,C-0243,delivered,2025-07-07T07:08:17Z,10346812,USD,EU
O-109107,C-0929,delivered,2025-12-03T06:44:39Z,4052034,USD,NA
O-109108,C-0137,delivered,2026-01-31T22:38:44Z,5815802,USD,LATAM
O-109109,C-1877,delivered,2025-04-28T14:11:50Z,18803351,EUR,NA
O-109110,C-0851,delivered,2025-05-19T08:01:23Z,4229996,EUR,APAC
O-109111,C-1425,delivered,2026-03-31T16:11:14Z,8683948,EUR,NA
O-109112,C-1674,delivered,2026-01-22T12:41:06Z,5786740,USD,APAC
O-109113,C-1061,delivered,2026-01-10T10:39:12Z,3085374,USD,EU
O-109114,C-0570,shipped,2025-12-26T11:35:03Z,6990948,EUR,NA
O-109115,C-0122,shipped,2026-06-19T03:14:28Z,7061346,EUR,APAC
O-109116,C-1327,delivered,2025-12-26T13:40:51Z,19289504,USD,APAC
O-109117,C-0442,pending,2026-01-15T06:20:25Z,8978357,JPY,NA
O-109118,C-0295,pending,2025-05-06T00:21:17Z,11980868,USD,EU
O-109119,C-1685,shipped,2025-11-21T10:34:07Z,9806158,USD,APAC
O-109120,C-1841,delivered,2026-05-21T14:15:04Z,25023901,USD,NA
O-109121,C-1287,delivered,2025-11-14T17:42:07Z,254328,USD,APAC
O-109122,C-1006,delivered,2026-02-28T18:48:16Z,6435672,USD,EU
O-109123,C-0850,delivered,2026-05-05T08:59:22Z,7516303,JPY,APAC
O-109124,C-1603,shipped,2025-07-09T23:18:38Z,10809637,USD,LATAM
O-109125,C-1690,delivered,2025-01-22T20:40:37Z,2005296,USD,NA
O-109126,C-0470,delivered,2025-11-22T10:02:39Z,13211751,GBP,EU
O-109127,C-1171,shipped,2025-10-17T17:46:47Z,1399856,USD,EU
O-109128,C-0081,shipped,2026-03-15T01:28:45Z,85791,JPY,EU
O-109129,C-0040,processing,2025-12-04T01:06:31Z,2760660,EUR,EU
