order_id,line_no,part_id,qty,unit_price_cents
O-108384,5,P-04359,18,115000
O-108385,1,P-00608,5,51671
O-108385,2,P-04403,1,494396
O-108386,1,P-00557,15,359770
O-108386,2,P-02472,25,71631
O-108386,3,P-01206,15,46655
O-108386,4,P-04444,10,195661
O-108387,1,P-00442,1,4499
O-108387,2,P-04790,5,2350
O-108388,1,P-04142,3,54860
O-108388,2,P-02926,5,55606
O-108388,3,P-02204,22,240730
O-108389,1,P-04096,8,8000
O-108389,2,P-03188,19,34644
O-108389,3,P-02091,3,375427
O-108389,4,P-02024,17,300000
O-108389,5,P-03887,10,143867
O-108390,1,P-04323,21,296029
O-108390,2,P-04328,20,61897
O-108390,3,P-04431,24,51074
O-108390,4,P-02360,21,51916
O-108390,5,P-03702,20,11489
O-108391,1,P-01010,21,3804
O-108391,2,P-04126,14,56305
O-108392,1,P-01392,1,81977
O-108392,2,P-03240,11,144977
O-108392,3,P-04137,9,171770
O-108392,4,P-02106,22,6673
O-108392,5,P-04351,8,107546
O-108393,1,P-01645,6,335777
O-108394,1,P-00670,3,39212
O-108394,2,P-01449,16,372310
O-108394,3,P-02894,6,22310
O-108395,1,P-01503,15,68667
O-108395,2,P-02420,4,149394
O-108395,3,P-04377,12,189987
O-108396,1,P-00622,19,23735
O-108396,2,P-02459,16,649206
O-108396,3,P-04522,2,13709
O-108396,4,P-01801,11,226172
O-108397,1,P-01256,11,283124
O-108397,2,P-03447,25,113889
O-108397,3,P-02661,19,248103
O-108397,4,P-02665,5,172347
O-108398,1,P-02390,21,52584
O-108399,1,P-02937,13,201227
O-108399,2,P-02664,3,62833
O-108399,3,P-01235,25,900000
O-108399,4,P-01171,18,439346
O-108399,5,P-02865,2,112507
O-108400,1,P-04643,16,782090
O-108400,2,P-04289,10,334537
O-108400,3,P-02532,15,113241
O-108400,4,P-00529,6,235502
O-108400,5,P-02499,13,305668
O-108401,1,P-00364,7,163695
O-108401,2,P-00866,15,9806
O-108402,1,P-03557,6,301690
O-108402,2,P-00936,14,46830
O-108402,3,P-00500,11,127418
O-108403,1,P-04756,16,201664
O-108403,2,P-00163,15,648500
O-108403,3,P-01631,19,71555
O-108403,4,P-00936,4,46830
O-108404,1,P-00487,12,132567
O-108404,2,P-04198,7,61877
O-108404,3,P-03307,14,597699
O-108404,4,P-03768,6,146055
O-108405,1,P-00753,19,209073
O-108405,2,P-03989,4,332012
O-108405,3,P-00393,16,420683
O-108405,4,P-03812,7,41721
O-108406,1,P-02026,24,12128
O-108406,2,P-04851,11,365778
O-108407,1,P-02252,18,174939
O-108407,2,P-00459,10,837507
O-108407,3,P-02718,7,51061
O-108407,4,P-00891,10,767955
O-108407,5,P-03137,22,210874
O-108408,1,P-03847,22,174405
O-108408,2,P-00762,13,15000
O-108408,3,P-02556,5,170497
O-108408,4,P-00970,22,15000
O-108408,5,P-04576,24,91924
O-108409,1,P-02328,12,62149
O-108409,2,P-01628,9,302434
O-108409,3,P-00265,5,290867
O-108409,4,P-00192,8,171553
O-108410,1,P-02041,16,241257
O-108410,2,P-03772,4,95700
O-108410,3,P-04892,11,117161
O-108411,1,P-03984,15,172052
O-108412,1,P-04745,19,312017
O-108412,2,P-02062,11,52892
O-108412,3,P-01107,13,669154
O-108412,4,P-03687,8,79547
O-108412,5,P-03778,11,3945
O-108413,1,P-01592,23,300000
O-108413,2,P-01079,16,132721
O-108413,3,P-01740,20,97881
O-108414,1,P-02157,22,172792
O-108414,2,P-04852,23,81726
O-108414,3,P-01090,13,12308
O-108414,4,P-00057,4,159708
O-108414,5,P-01104,10,121172
O-108415,1,P-00303,21,73951
O-108415,2,P-01889,5,129514
O-108415,3,P-03577,3,152394
O-108415,4,P-02897,16,193086
O-108415,5,P-02107,9,435578
O-108416,1,P-01496,22,154667
O-108416,2,P-02240,19,138446
O-108416,3,P-01923,16,210886
O-108416,4,P-01522,17,2815
O-108417,1,P-04796,6,102533
O-108417,2,P-01009,15,230859
O-108418,1,P-03228,11,54961
O-108418,2,P-00856,14,173718
O-108419,1,P-04566,25,36849
O-108419,2,P-03583,2,179278
O-108419,3,P-00836,1,47654
O-108419,4,P-02789,25,364068
O-108420,1,P-01035,3,718949
O-108420,2,P-04986,5,2375
O-108420,3,P-02924,4,254861
O-108420,4,P-02677,23,324978
O-108420,5,P-02920,13,109138
O-108421,1,P-03795,20,243806
O-108421,2,P-01973,15,135825
O-108421,3,P-03685,12,396792
O-108421,4,P-00826,10,9862
O-108422,1,P-00227,6,251612
O-108422,2,P-04910,2,55767
O-108422,3,P-01972,24,167774
O-108422,4,P-04508,5,236819
O-108423,1,P-01946,18,8888
O-108423,2,P-02302,20,14894
O-108423,3,P-02846,19,48989
O-108424,1,P-01635,25,190171
O-108424,2,P-03502,11,61867
O-108424,3,P-00058,13,7155
O-108424,4,P-04180,1,312385
O-108424,5,P-01476,1,63878
O-108425,1,P-00276,9,180274
O-108426,1,P-00810,10,12126
O-108426,2,P-03076,4,282067
O-108426,3,P-03068,13,235292
O-108426,4,P-00121,4,139519
O-108426,5,P-02754,13,7547
O-108427,1,P-04386,2,10470
O-108427,2,P-00302,10,37039
O-108427,3,P-00728,16,116867
O-108427,4,P-02210,13,7798
O-108427,5,P-00499,22,330208
O-108428,1,P-01193,16,270889
O-108428,2,P-01694,17,56029
O-108428,3,P-03704,2,127036
O-108429,1,P-04116,24,171975
O-108429,2,P-04266,5,12294
O-108429,3,P-03891,3,350847
O-108430,1,P-04771,11,771670
O-108430,2,P-00331,19,78665
O-108430,3,P-04947,14,347270
O-108430,4,P-00306,4,8643
O-108431,1,P-01813,11,82023
O-108431,2,P-03639,21,51998
O-108431,3,P-00104,8,250233
O-108431,4,P-02073,17,433965
O-108431,5,P-03453,15,158355
O-108432,1,P-00646,11,64601
O-108432,2,P-03680,11,120634
O-108432,3,P-00461,7,217784
O-108432,4,P-03338,17,6302
O-108432,5,P-04002,7,2650
O-108433,1,P-00501,1,187214
O-108433,2,P-00241,2,205252
O-108433,3,P-02579,6,25000
O-108433,4,P-03371,20,507342
O-108433,5,P-02435,16,548941
O-108434,1,P-00411,25,488491
O-108434,2,P-00732,13,248542
O-108434,3,P-01371,3,721786
O-108434,4,P-04759,13,26512
O-108434,5,P-03836,24,56966
O-108435,1,P-04284,6,299722
O-108435,2,P-02088,24,151145
O-108436,1,P-00129,8,390567
O-108436,2,P-03815,6,144582
O-108436,3,P-04366,18,60140
O-108436,4,P-00917,16,124339
O-108437,1,P-02103,14,229553
O-108438,1,P-03427,24,731401
O-108438,2,P-02197,24,298918
O-108438,3,P-03205,22,261899
O-108438,4,P-03464,14,131839
O-108438,5,P-01758,23,17290
O-108439,1,P-04135,17,198356
O-108439,2,P-00900,16,130615
O-108440,1,P-01950,16,29453
O-108441,1,P-03523,17,897265
O-108441,2,P-01257,20,22388
O-108441,3,P-03172,14,346370
O-108441,4,P-04972,15,84713
O-108442,1,P-04263,18,5000
O-108442,2,P-04371,14,479336
O-108442,3,P-02602,18,7298
O-108443,1,P-01595,10,387360
O-108444,1,P-00695,22,36263
O-108444,2,P-02554,8,5249
O-108444,3,P-00250,14,6079
O-108444,4,P-04290,18,11567
O-108445,1,P-00636,13,40753
O-108446,1,P-01414,9,44009
O-108447,1,P-00660,22,304415
O-108447,2,P-04751,18,126214
O-108447,3,P-00333,5,500000
O-108448,1,P-02158,1,26686
O-108448,2,P-04956,22,267852
O-108448,3,P-01033,14,95185
O-108449,1,P-00953,22,173640
O-108449,2,P-00392,7,57164
O-108449,3,P-00417,6,98064
O-108449,4,P-02125,18,170808
O-108449,5,P-01944,22,198338
O-108450,1,P-03084,3,181597
O-108450,2,P-04294,21,64298
O-108450,3,P-04778,23,8707
O-108450,4,P-02724,12,273528
O-108450,5,P-03790,10,60494
O-108451,1,P-03388,1,153061
O-108451,2,P-01309,23,331524
O-108451,3,P-04516,22,42300
O-108452,1,P-00958,25,12373
O-108452,2,P-03002,5,3188
O-108452,3,P-01695,9,198170
O-108453,1,P-03005,20,300291
O-108453,2,P-03284,25,116737
O-108454,1,P-04032,10,141121
O-108454,2,P-00019,1,500904
O-108454,3,P-00732,10,248542
O-108454,4,P-00047,17,96483
O-108454,5,P-04244,6,122217
O-108455,1,P-02322,7,7758
O-108456,1,P-02949,11,275065
O-108456,2,P-01576,18,105182
O-108456,3,P-03258,5,8554
O-108456,4,P-03814,25,44003
O-108457,1,P-04255,4,164006
O-108457,2,P-02035,24,294841
O-108457,3,P-02769,10,338139
O-108457,4,P-03304,2,90303
O-108457,5,P-03103,24,172578
O-108458,1,P-01441,14,246497
O-108459,1,P-00409,23,15000
O-108459,2,P-02302,10,14894
O-108459,3,P-03949,2,266204
O-108460,1,P-01639,24,70449
O-108461,1,P-04993,10,208057
O-108462,1,P-02798,5,23885
O-108462,2,P-04702,1,44311
O-108462,3,P-02478,21,30672
O-108463,1,P-02404,14,6000
O-108463,2,P-00538,7,10490
O-108463,3,P-03352,23,86696
O-108463,4,P-01349,12,222078
O-108463,5,P-00323,13,84453
O-108464,1,P-04346,19,4865
O-108465,1,P-00882,2,10509
O-108465,2,P-02960,25,162835
O-108465,3,P-03549,6,67783
O-108465,4,P-02449,3,310251
O-108465,5,P-02280,23,300000
O-108466,1,P-04278,2,67047
O-108466,2,P-03217,9,289493
O-108466,3,P-00918,1,38193
O-108466,4,P-01024,17,128420
O-108466,5,P-02816,1,228722
O-108467,1,P-01534,3,26867
O-108467,2,P-01881,21,291702
O-108467,3,P-01530,4,9408
O-108468,1,P-00129,7,390567
O-108468,2,P-03917,11,59086
O-108469,1,P-01620,22,80295
O-108469,2,P-00185,25,150650
O-108469,3,P-03925,24,256226
O-108470,1,P-03068,16,235292
O-108471,1,P-04241,3,233769
O-108471,2,P-03417,23,253090
O-108472,1,P-00979,24,601517
O-108472,2,P-01565,12,244663
O-108472,3,P-00186,14,2990
O-108473,1,P-00740,13,101715
O-108473,2,P-02241,18,190743
O-108474,1,P-02135,15,208457
O-108474,2,P-04658,14,12705
O-108474,3,P-02081,19,163081
O-108474,4,P-00940,3,237555
O-108475,1,P-03611,10,25000
O-108475,2,P-03111,9,165780
O-108475,3,P-00559,20,16557
O-108475,4,P-02805,7,246354
O-108476,1,P-03596,12,34157
O-108477,1,P-03767,2,117097
O-108478,1,P-02887,14,99924
O-108478,2,P-02173,12,153221
O-108478,3,P-04882,23,3633
O-108478,4,P-00091,15,496052
O-108478,5,P-00406,19,37064
O-108479,1,P-02236,11,265551
O-108479,2,P-03299,9,101338
O-108479,3,P-00191,10,125867
O-108480,1,P-02692,14,124798
O-108480,2,P-04050,17,7019
O-108480,3,P-03585,19,254309
O-108480,4,P-04136,16,56044
O-108480,5,P-01468,5,350000
O-108481,1,P-01197,4,297093
O-108482,1,P-00410,22,805
O-108482,2,P-00466,13,9130
O-108482,3,P-02438,11,15072
O-108482,4,P-04328,5,61897
O-108482,5,P-03689,1,234448
O-108483,1,P-03975,21,205822
O-108484,1,P-00257,17,176622
O-108484,2,P-01596,15,304050
O-108484,3,P-03743,18,152005
O-108484,4,P-03527,4,190307
O-108484,5,P-00826,20,9862
O-108485,1,P-03866,18,11663
O-108485,2,P-05000,25,159185
O-108485,3,P-00976,1,154114
O-108485,4,P-01653,3,276468
O-108486,1,P-01013,21,313130
O-108486,2,P-01431,1,94074
O-108486,3,P-03080,8,240290
O-108487,1,P-04122,8,8523
O-108488,1,P-04002,6,2650
O-108488,2,P-03269,12,204225
O-108488,3,P-01057,9,274004
O-108488,4,P-04270,20,80000
O-108489,1,P-02052,1,107578
O-108489,2,P-02812,10,79203
O-108489,3,P-00641,16,251277
O-108489,4,P-01577,22,340793
O-108490,1,P-02767,8,203490
O-108490,2,P-04250,8,6161
O-108491,1,P-02975,5,128658
O-108491,2,P-01790,11,47391
O-108491,3,P-02951,11,104570
O-108491,4,P-02826,15,7440
O-108492,1,P-03133,1,281545
O-108492,2,P-02229,18,10000
O-108493,1,P-02474,23,11268
O-108494,1,P-04784,4,160569
O-108495,1,P-00282,1,10530
O-108496,1,P-02253,24,351319
O-108496,2,P-01164,17,6000
O-108496,3,P-02696,21,181485
O-108496,4,P-00302,1,37039
O-108497,1,P-04496,15,148553
O-108497,2,P-00901,13,10000
O-108497,3,P-04750,2,53318
O-108497,4,P-00236,6,6000
O-108497,5,P-03856,17,247154
O-108498,1,P-00379,5,214205
O-108498,2,P-04770,6,7998
O-108498,3,P-00762,8,15000
O-108498,4,P-04103,5,95946
O-108498,5,P-03170,19,4848
O-108499,1,P-03810,12,11693
O-108499,2,P-02472,9,71631
O-108499,3,P-04789,1,367288
O-108499,4,P-03224,25,247301
O-108499,5,P-00574,12,49582
O-108500,1,P-00536,1,117069
O-108500,2,P-01471,22,147601
O-108501,1,P-02010,17,9013
O-108501,2,P-01541,22,161267
O-108502,1,P-01939,15,216257
O-108503,1,P-00409,23,15000
O-108504,1,P-02178,19,11875
O-108504,2,P-04241,4,233769
O-108504,3,P-03393,25,233410
O-108504,4,P-00048,5,35052
O-108504,5,P-04594,15,8544
O-108505,1,P-02058,24,7904
O-108506,1,P-00933,13,267941
O-108506,2,P-04215,15,115976
O-108506,3,P-01855,25,98627
O-108506,4,P-03853,5,483442
O-108506,5,P-00149,12,13672
O-108507,1,P-00575,19,157814
O-108507,2,P-00002,18,9582
O-108507,3,P-00322,4,3592
O-108507,4,P-00830,12,40749
O-108507,5,P-01423,25,126664
O-108508,1,P-01029,12,312330
O-108508,2,P-04908,13,113772
O-108508,3,P-02474,6,11268
O-108509,1,P-03664,5,111231
O-108509,2,P-03189,10,453986
O-108510,1,P-01952,3,111784
O-108510,2,P-02460,6,261131
O-108510,3,P-02536,22,183396
O-108510,4,P-03400,16,90122
O-108510,5,P-00878,17,21124
O-108511,1,P-04669,24,197285
O-108511,2,P-00936,4,46830
O-108511,3,P-04853,5,409761
O-108512,1,P-01678,10,27927
O-108513,1,P-04734,8,2000
O-108513,2,P-00056,11,135796
O-108514,1,P-02160,3,238161
O-108514,2,P-04418,14,10029
O-108514,3,P-00250,5,6079
O-108514,4,P-01584,4,214776
O-108514,5,P-01449,12,372310
O-108515,1,P-04731,23,816162
O-108515,2,P-00246,7,31563
O-108515,3,P-01618,1,4403
O-108516,1,P-04697,22,271080
O-108516,2,P-04958,17,64748
O-108516,3,P-01289,16,143051
O-108516,4,P-03860,23,183036
O-108516,5,P-02240,4,138446
O-108517,1,P-00465,13,274261
O-108517,2,P-03305,16,117205
O-108517,3,P-02459,7,649206
O-108517,4,P-03174,3,51725
O-108518,1,P-01472,12,24501
O-108518,2,P-01036,5,53739
O-108518,3,P-00059,9,884561
O-108518,4,P-02150,12,35162
O-108519,1,P-00350,12,20183
O-108519,2,P-04130,15,6723
O-108519,3,P-03258,9,8554
O-108519,4,P-02648,8,73160
O-108519,5,P-03427,8,731401
O-108520,1,P-00990,1,60094
O-108520,2,P-02476,13,337075
O-108520,3,P-02027,4,576102
O-108520,4,P-04252,3,136848
O-108521,1,P-00397,8,309135
O-108521,2,P-02968,24,151186
O-108521,3,P-02503,1,82196
O-108521,4,P-01448,7,144479
O-108522,1,P-01452,11,15477
O-108522,2,P-03857,25,335061
O-108523,1,P-01730,10,3947
O-108523,2,P-03705,17,142136
O-108523,3,P-00839,16,134713
O-108524,1,P-02649,22,229243
O-108524,2,P-00821,18,84078
O-108524,3,P-00411,13,488491
O-108525,1,P-04796,25,102533
O-108525,2,P-02705,5,196848
O-108526,1,P-00557,9,359770
O-108526,2,P-03977,20,104552
O-108526,3,P-02464,22,144867
O-108526,4,P-00536,20,117069
O-108527,1,P-01171,7,439346
O-108528,1,P-04667,20,740335
O-108528,2,P-01021,4,406527
O-108528,3,P-04348,20,138899
O-108528,4,P-00407,23,159206
O-108529,1,P-04100,5,186929
O-108529,2,P-04834,15,5673
O-108529,3,P-04043,9,527475
O-108529,4,P-03389,17,379879
O-108530,1,P-03817,17,284121
O-108531,1,P-03162,25,11098
O-108531,2,P-04553,4,311177
O-108532,1,P-01933,7,284523
O-108532,2,P-00961,23,325180
O-108532,3,P-03648,7,226447
O-108532,4,P-04858,10,300
O-108533,1,P-04037,9,10000
O-108533,2,P-02968,15,151186
O-108534,1,P-02405,14,341353
O-108534,2,P-02882,4,4134
O-108534,3,P-01465,5,265624
O-108534,4,P-00934,24,33109
O-108534,5,P-03566,22,9556
O-108535,1,P-03314,4,12221
O-108535,2,P-01072,10,144115
O-108535,3,P-01246,3,80000
O-108535,4,P-00483,7,324510
O-108535,5,P-03535,3,153842
O-108536,1,P-00622,1,23735
O-108536,2,P-04018,14,9316
O-108536,3,P-00834,7,8214
O-108536,4,P-00951,2,250000
O-108537,1,P-02676,18,169346
O-108537,2,P-04580,8,83452
O-108537,3,P-02012,7,6000
O-108537,4,P-04394,7,4338
O-108537,5,P-04989,10,76672
O-108538,1,P-02855,4,113555
O-108538,2,P-03891,10,350847
O-108539,1,P-03608,7,177213
O-108540,1,P-04962,5,1208
O-108540,2,P-04975,9,71945
O-108541,1,P-00908,9,65086
O-108541,2,P-01426,23,9463
O-108541,3,P-01107,18,669154
O-108542,1,P-00670,8,39212
O-108542,2,P-03876,6,238279
O-108542,3,P-02325,2,292233
O-108543,1,P-01655,5,128548
O-108543,2,P-04464,22,144535
O-108543,3,P-03665,4,225119
O-108543,4,P-02334,16,47753
O-108544,1,P-04822,21,18659
O-108544,2,P-03440,21,283794
O-108544,3,P-03278,23,79519
O-108544,4,P-04017,10,199425
O-108544,5,P-01085,20,116032
O-108545,1,P-04037,13,10000
O-108545,2,P-04736,23,214676
O-108546,1,P-00678,8,22675
O-108546,2,P-01323,17,417915
O-108547,1,P-03753,17,243533
O-108547,2,P-00069,22,227182
O-108547,3,P-01600,7,91104
O-108547,4,P-02409,16,290513
O-108547,5,P-02402,3,11156
O-108548,1,P-02364,24,154810
O-108548,2,P-00702,8,50928
O-108548,3,P-01548,2,227238
O-108548,4,P-01051,20,450940
O-108548,5,P-03627,7,404583
O-108549,1,P-04994,20,6801
O-108549,2,P-04808,11,124655
O-108549,3,P-02410,11,8997
O-108549,4,P-02761,22,426303
O-108550,1,P-00689,4,296460
O-108550,2,P-00137,7,352027
O-108550,3,P-04084,4,58630
O-108550,4,P-00007,6,77371
O-108550,5,P-00157,13,381871
O-108551,1,P-01271,3,181736
O-108552,1,P-04570,20,8479
O-108552,2,P-02570,1,11894
O-108553,1,P-03517,7,181682
O-108554,1,P-04506,4,300
O-108554,2,P-01394,21,9431
O-108554,3,P-01400,10,206249
O-108555,1,P-02142,9,48226
O-108555,2,P-00376,18,8000
O-108555,3,P-04361,12,234460
O-108556,1,P-01539,13,396899
O-108556,2,P-02646,5,42086
O-108556,3,P-01893,22,170884
O-108556,4,P-00735,9,157900
O-108557,1,P-03325,23,332214
O-108558,1,P-02797,14,308826
O-108558,2,P-04885,17,272183
O-108558,3,P-03738,7,9605
O-108558,4,P-01811,9,165432
O-108558,5,P-04523,12,491319
O-108559,1,P-01316,12,227303
O-108560,1,P-04503,22,159967
O-108560,2,P-00375,5,197902
O-108560,3,P-00339,5,512683
O-108560,4,P-00664,11,143849
O-108560,5,P-03312,24,88521
O-108561,1,P-02966,21,47372
O-108561,2,P-03802,25,4593
O-108561,3,P-04719,10,156521
O-108562,1,P-02625,17,128002
O-108562,2,P-04441,15,156676
O-108563,1,P-04417,14,221205
O-108564,1,P-04993,7,208057
O-108564,2,P-04532,18,142739
O-108564,3,P-00144,10,190707
O-108564,4,P-03101,18,246006
O-108564,5,P-01220,8,128980
O-108565,1,P-04170,6,13293
O-108566,1,P-00673,25,184950
O-108566,2,P-01705,1,353866
O-108566,3,P-02989,13,308606
O-108566,4,P-00818,20,9242
O-108566,5,P-04935,8,88910
O-108567,1,P-03676,5,207780
O-108567,2,P-00252,22,26571
O-108567,3,P-00982,16,39690
O-108568,1,P-02121,2,333638
O-108568,2,P-00579,18,527307
O-108568,3,P-04885,11,272183
O-108568,4,P-01028,4,195742
O-108569,1,P-03037,21,82122
O-108570,1,P-03727,1,209000
O-108570,2,P-00749,3,169825
O-108570,3,P-00070,15,39276
O-108571,1,P-01525,18,83714
O-108571,2,P-04531,23,510182
O-108571,3,P-04956,16,267852
O-108571,4,P-04869,25,10000
O-108572,1,P-03849,16,319509
O-108572,2,P-02218,19,6130
O-108572,3,P-03730,4,9226
O-108572,4,P-01687,10,110549
O-108573,1,P-01914,5,9849
O-108573,2,P-01523,8,473070
O-108573,3,P-01546,19,8735
O-108573,4,P-04912,25,100599
O-108574,1,P-01605,24,265927
O-108574,2,P-04184,6,178726
O-108574,3,P-03162,20,11098
O-108574,4,P-00590,1,12721
O-108574,5,P-02069,2,283296
O-108575,1,P-03603,1,267575
O-108575,2,P-04212,9,186242
O-108575,3,P-03095,12,99677
O-108576,1,P-01373,6,237078
O-108576,2,P-02201,19,409687
O-108577,1,P-02992,17,8000
O-108577,2,P-02953,8,216888
O-108577,3,P-01993,8,87541
O-108578,1,P-01617,6,197894
O-108578,2,P-00938,9,12503
O-108578,3,P-02372,20,234695
O-108578,4,P-00982,2,39690
O-108579,1,P-00140,16,193233
O-108579,2,P-03680,21,120634
O-108580,1,P-04932,18,74817
O-108580,2,P-02439,7,97511
O-108580,3,P-01885,17,109088
O-108581,1,P-04540,14,201785
O-108582,1,P-00232,7,97422
O-108582,2,P-04175,11,32208
O-108583,1,P-04232,3,176286
O-108583,2,P-03017,4,446355
O-108583,3,P-00416,2,14895
O-108583,4,P-01286,20,80000
O-108584,1,P-02521,7,250327
O-108584,2,P-03257,9,333106
O-108585,1,P-02490,11,300
O-108585,2,P-01688,5,50415
O-108585,3,P-03454,18,29395
O-108585,4,P-01667,1,238797
O-108585,5,P-01137,20,24519
O-108586,1,P-04045,10,446492
O-108586,2,P-01640,22,99558
O-108587,1,P-04080,13,99310
O-108588,1,P-02152,18,43295
O-108588,2,P-04271,15,100505
O-108588,3,P-04075,1,188225
O-108588,4,P-00972,8,229715
O-108588,5,P-02098,10,1727
O-108589,1,P-02260,10,251728
O-108589,2,P-00831,2,158933
O-108590,1,P-04253,17,422713
O-108590,2,P-04541,24,307196
O-108591,1,P-01934,15,42638
O-108591,2,P-03714,14,14789
O-108592,1,P-03810,12,11693
O-108592,2,P-01845,4,157294
O-108593,1,P-02166,11,38342
O-108593,2,P-00367,14,126075
O-108593,3,P-04878,20,28176
O-108593,4,P-02580,1,159340
O-108593,5,P-01352,21,136324
O-108594,1,P-02532,24,113241
O-108595,1,P-04122,4,8523
O-108596,1,P-01763,16,25000
O-108596,2,P-01205,18,360148
O-108596,3,P-02071,14,71789
O-108596,4,P-01204,19,240344
O-108597,1,P-03060,18,148247
O-108597,2,P-01354,23,10489
O-108597,3,P-03184,8,119828
O-108598,1,P-00880,12,233628
O-108598,2,P-03382,8,36794
O-108599,1,P-03497,10,121590
O-108599,2,P-03030,12,53483
O-108599,3,P-01274,25,7770
O-108599,4,P-03430,14,43561
O-108600,1,P-03492,10,90028
O-108600,2,P-02774,20,44539
O-108600,3,P-00936,17,46830
O-108601,1,P-02343,20,105150
O-108601,2,P-04549,11,159338
O-108602,1,P-03503,22,138924
O-108602,2,P-00466,14,9130
O-108602,3,P-01219,24,430914
O-108602,4,P-00090,1,13726
O-108602,5,P-04058,5,9618
O-108603,1,P-02962,4,7343
O-108603,2,P-03934,13,70455
O-108603,3,P-01799,2,151238
O-108604,1,P-02847,13,129389
O-108604,2,P-04137,9,171770
O-108604,3,P-04082,11,300
O-108604,4,P-00014,14,3668
O-108604,5,P-02626,13,14044
O-108605,1,P-00050,10,4791
O-108605,2,P-04479,12,96507
O-108605,3,P-03347,8,424258
O-108606,1,P-01263,13,133362
O-108607,1,P-01101,15,500000
O-108607,2,P-01413,13,171945
O-108607,3,P-04808,15,124655
O-108607,4,P-03777,23,282323
O-108608,1,P-00429,13,218626
O-108608,2,P-01467,3,437084
O-108608,3,P-01531,7,487270
O-108608,4,P-04731,20,816162
O-108609,1,P-02543,17,48815
O-108609,2,P-01465,3,265624
O-108609,3,P-04472,4,224356
O-108609,4,P-00940,9,237555
O-108610,1,P-01365,20,226999
O-108610,2,P-03554,7,8071
O-108611,1,P-03346,10,5633
O-108612,1,P-02365,1,350839
O-108612,2,P-02214,11,21100
O-108612,3,P-02174,22,41255
O-108613,1,P-04152,1,41255
O-108613,2,P-01448,4,144479
O-108613,3,P-01096,3,198180
O-108613,4,P-01168,5,124719
O-108614,1,P-03749,3,189633
O-108614,2,P-03528,2,112385
O-108615,1,P-00630,24,17552
O-108615,2,P-02764,23,164770
O-108615,3,P-03169,23,417893
O-108615,4,P-02993,2,323991
O-108615,5,P-02242,7,4694
O-108616,1,P-04983,19,114855
O-108616,2,P-02649,24,229243
O-108616,3,P-00821,21,84078
O-108617,1,P-03289,18,288181
O-108617,2,P-00792,12,110304
O-108618,1,P-02364,11,154810
O-108618,2,P-02190,13,57100
O-108619,1,P-04660,22,122321
O-108620,1,P-03948,21,85054
O-108620,2,P-00449,6,265559
O-108620,3,P-01138,3,9632
O-108620,4,P-03311,11,174036
O-108620,5,P-03819,13,409690
O-108621,1,P-00416,17,14895
O-108622,1,P-00061,23,500000
O-108622,2,P-02523,1,405422
O-108622,3,P-00376,24,8000
O-108622,4,P-03689,14,234448
O-108622,5,P-02422,16,68155
O-108623,1,P-03324,23,350000
O-108623,2,P-02395,25,265591
O-108624,1,P-04245,8,324730
O-108624,2,P-01837,23,297249
O-108624,3,P-04140,18,254747
O-108625,1,P-03743,18,152005
O-108625,2,P-03351,6,136798
O-108626,1,P-03941,6,62646
O-108626,2,P-03862,1,25332
O-108626,3,P-03761,5,359212
O-108626,4,P-04955,18,760821
O-108627,1,P-02363,15,579641
O-108627,2,P-02476,1,337075
O-108627,3,P-00170,9,15000
O-108627,4,P-00838,1,53032
O-108627,5,P-00418,25,8885
O-108628,1,P-04243,25,458827
O-108629,1,P-03742,20,68453
O-108629,2,P-04398,16,30508
O-108629,3,P-01413,3,171945
O-108629,4,P-01152,6,222803
O-108630,1,P-01704,24,149033
O-108630,2,P-02213,18,278446
O-108631,1,P-00527,7,244907
O-108631,2,P-00518,1,29586
O-108631,3,P-01151,9,90043
O-108632,1,P-03771,19,88162
O-108632,2,P-03220,12,225996
O-108632,3,P-01778,9,9527
O-108632,4,P-01491,2,348637
O-108633,1,P-00394,3,10777
O-108633,2,P-02097,12,450000
O-108634,1,P-00241,19,205252
O-108634,2,P-01288,5,225668
O-108634,3,P-03982,3,32109
O-108634,4,P-04540,25,201785
O-108634,5,P-02079,9,108311
O-108635,1,P-01648,11,169217
O-108635,2,P-04666,12,2172
O-108635,3,P-02569,3,34166
O-108635,4,P-01401,17,320378
O-108635,5,P-00627,2,516886
O-108636,1,P-03505,17,450000
O-108636,2,P-03465,7,134335
O-108636,3,P-01159,16,120302
O-108637,1,P-04974,25,41627
O-108637,2,P-00170,2,15000
O-108637,3,P-03215,6,151834
O-108637,4,P-03335,10,167942
O-108637,5,P-04202,6,5183
O-108638,1,P-03568,24,234955
O-108639,1,P-03473,18,58718
O-108640,1,P-01527,22,58789
O-108641,1,P-04058,13,9618
O-108641,2,P-00827,6,324911
O-108642,1,P-00773,8,298678
O-108643,1,P-00224,23,92217
O-108643,2,P-04974,17,41627
O-108644,1,P-00525,19,218691
O-108644,2,P-03097,2,86988
O-108644,3,P-03697,8,185640
O-108644,4,P-02578,13,12683
O-108645,1,P-00245,19,106991
O-108645,2,P-04716,16,64221
O-108645,3,P-02908,7,158366
O-108645,4,P-00746,18,10009
O-108646,1,P-01587,19,677046
O-108646,2,P-01270,20,31734
O-108646,3,P-04440,20,247929
O-108646,4,P-03196,19,186105
O-108647,1,P-01343,15,250000
O-108648,1,P-01540,4,250233
O-108648,2,P-03575,9,123222
O-108649,1,P-02013,11,142778
