part_id,sku,name,category,subcategory,unit_price_cents,weight_grams,warehouse_id,active,created_at,updated_at
P-02020,NR-DRV-02020,Precision Harmonic Reducer SA-140,Drivetrain,Harmonic Reducer,79972,8527,W-07,true,2024-04-28T05:22:43Z,2025-03-31T04:31:30Z
P-02021,NR-EFF-02021,Modular Parallel Gripper TN-177,End Effectors,Parallel Gripper,317141,6191,W-04,true,2021-03-17T21:28:25Z,2021-09-29T05:11:22Z
P-02022,NR-FRM-02022,High-Torque Aluminum Extrusion UA-214,Frames and Structure,Aluminum Extrusion,69248,13581,W-04,true,2023-07-26T22:02:16Z,2023-12-21T04:25:35Z
P-02023,NR-PWR-02023,Heavy-Duty Battery Pack VN-251,Power Systems,Battery Pack,209421,8197,W-08,false,2022-09-18T04:27:30Z,2022-09-25T19:57:18Z
P-02024,NR-SEN-02024,Rapid-Cycle Proximity Sensor WA-288,Sensors,Proximity Sensor,300000,2101,W-05,true,2023-10-11T10:10:12Z,2024-10-07T16:41:21Z
P-02025,NR-ACT-02025,Low-Backlash Linear Actuator XN-325,Actuators,Linear Actuator,287937,9903,W-05,false,2022-04-19T17:43:13Z,2022-10-12T22:07:00Z
P-02026,NR-CBL-02026,Compact M12 Connector YA-362,Cabling and Connectors,M12 Connector,12128,394,W-08,true,2021-07-03T15:08:33Z,2021-07-16T14:07:48Z
P-02027,NR-CTL-02027,Quiet-Drive PLC Module ZN-399,Controllers,PLC Module,576102,8459,W-01,true,2024-10-31T20:41:09Z,2025-10-31T23:33:43Z
P-02028,NR-DRV-02028,Sealed Planetary Gearbox AA-436,Drivetrain,Planetary Gearbox,255497,11234,W-03,true,2024-07-17T17:54:04Z,2025-05-11T19:24:57Z
P-02029,NR-EFF-02029,Industrial Vacuum Gripper BN-473,End Effectors,Vacuum Gripper,196141,10741,W-02,true,2021-01-18T15:24:07Z,2021-10-01T13:50:55Z
P-02030,NR-FRM-02030,Precision Base Plate CA-510,Frames and Structure,Base Plate,18795,14125,W-05,true,2021-10-11T17:44:23Z,2022-04-11T03:05:46Z
P-02031,NR-PWR-02031,Modular Power Supply Unit DN-547,Power Systems,Power Supply Unit,104398,11864,W-05,false,2022-10-28T00:59:28Z,2023-01-15T12:05:33Z
P-02032,NR-SEN-02032,High-Torque Rotary Encoder EA-584,Sensors,Rotary Encoder,113196,1292,W-07,true,2024-12-27T15:42:50Z,2025-01-23T00:41:06Z
P-02033,NR-ACT-02033,Heavy-Duty Rotary Actuator FN-621,Actuators,Rotary Actuator,105309,2617,W-02,true,2024-09-28T00:25:23Z,2024-10-01T08:50:20Z
P-02034,NR-CBL-02034,Rapid-Cycle Servo Cable GA-658,Cabling and Connectors,Servo Cable,12286,2751,W-02,true,2021-01-05T07:34:37Z,2021-12-19T17:31:33Z
P-02035,NR-CTL-02035,Low-Backlash Edge Compute Node HN-695,Controllers,Edge Compute Node,294841,3167,W-08,true,2023-01-17T02:34:47Z,2023-05-15T21:29:54Z
P-02036,NR-DRV-02036,Compact Timing Belt IA-732,Drivetrain,Timing Belt,184036,2146,W-01,true,2021-01-11T10:49:18Z,2021-09-08T22:33:30Z
P-02037,NR-EFF-02037,Quiet-Drive Welding Torch JN-769,End Effectors,Welding Torch,258810,12000,W-07,true,2024-01-10T05:20:13Z,2024-05-16T02:42:53Z
P-02038,NR-FRM-02038,Sealed Gantry Beam KA-806,Frames and Structure,Gantry Beam,20136,60000,W-06,true,2023-08-20T01:47:38Z,2024-04-21T07:46:23Z
P-02039,NR-PWR-02039,Industrial Motor Driver LN-843,Power Systems,Motor Driver,143816,7477,W-06,true,2023-02-10T07:18:07Z,2023-07-12T21:22:55Z
P-02040,NR-SEN-02040,Precision Thermal Camera Module MA-880,Sensors,Thermal Camera Module,136174,1498,W-06,true,2022-10-13T23:04:55Z,2022-12-19T21:14:21Z
P-02041,NR-ACT-02041,Modular Stepper Motor NN-917,Actuators,Stepper Motor,241257,2063,W-06,false,2021-08-16T18:07:10Z,2022-05-02T19:29:36Z
P-02042,NR-CBL-02042,High-Torque EtherCAT Cable OA-954,Cabling and Connectors,EtherCAT Cable,10684,578,W-08,true,2023-03-13T00:19:07Z,2024-03-23T03:56:17Z
P-02043,NR-CTL-02043,Heavy-Duty IO Expansion Board PN-991,Controllers,IO Expansion Board,547037,6912,W-05,true,2021-10-13T14:22:06Z,2022-05-29T21:29:38Z
P-02044,NR-DRV-02044,Rapid-Cycle Ball Screw QA-128,Drivetrain,Ball Screw,222259,4972,W-04,true,2023-08-04T22:41:40Z,2023-08-05T00:17:12Z
P-02045,NR-EFF-02045,Low-Backlash Tool Changer RN-165,End Effectors,Tool Changer,281531,2680,W-08,true,2023-04-11T09:17:09Z,2024-02-28T11:46:02Z
P-02046,NR-FRM-02046,Compact Mounting Bracket SA-202,Frames and Structure,Mounting Bracket,63414,11100,W-08,false,2024-12-04T20:07:11Z,2024-12-08T19:54:14Z
P-02047,NR-PWR-02047,Quiet-Drive DC-DC Converter TN-239,Power Systems,DC-DC Converter,102815,4413,W-03,true,2024-03-22T01:04:41Z,2024-05-16T10:03:55Z
P-02048,NR-SEN-02048,Sealed LIDAR Unit UA-276,Sensors,LIDAR Unit,177352,569,W-06,true,2023-12-16T18:19:51Z,2024-06-19T07:36:20Z
P-02049,NR-ACT-02049,Industrial Servo Motor VN-313,Actuators,Servo Motor,296165,10409,W-01,true,2022-07-01T07:24:13Z,2023-04-25T04:51:31Z
P-02050,NR-CBL-02050,Precision Cable Chain WA-350,Cabling and Connectors,Cable Chain,8647,2722,W-08,true,2022-07-04T22:44:16Z,2023-08-04T05:00:48Z
P-02051,NR-CTL-02051,Modular Motion Controller XN-387,Controllers,Motion Controller,664200,4668,W-03,true,2024-06-08T19:29:39Z,2024-08-21T22:33:13Z
P-02052,NR-DRV-02052,High-Torque Harmonic Reducer YA-424,Drivetrain,Harmonic Reducer,107578,13931,W-01,true,2024-05-28T22:44:46Z,2025-03-29T17:37:25Z
P-02053,NR-EFF-02053,Heavy-Duty Parallel Gripper ZN-461,End Effectors,Parallel Gripper,209881,4117,W-01,true,2021-03-14T20:13:24Z,2022-03-31T21:50:48Z
P-02054,NR-FRM-02054,Rapid-Cycle Aluminum Extrusion AA-498,Frames and Structure,Aluminum Extrusion,41619,29265,W-07,true,2022-01-17T21:12:17Z,2022-01-27T16:06:46Z
P-02055,NR-PWR-02055,Low-Backlash Battery Pack BN-535,Power Systems,Battery Pack,116390,5284,W-02,true,2022-03-06T04:53:27Z,2022-03-20T11:25:31Z
P-02056,NR-SEN-02056,Compact Force-Torque Sensor CA-572,Sensors,Force-Torque Sensor,209165,1739,W-03,true,2024-06-03T09:25:47Z,2024-06-22T03:18:48Z
P-02057,NR-ACT-02057,Quiet-Drive Linear Actuator DN-609,Actuators,Linear Actuator,171591,4669,W-02,true,2024-04-06T18:32:59Z,2024-05-07T18:26:37Z
P-02058,NR-CBL-02058,Sealed M12 Connector EA-646,Cabling and Connectors,M12 Connector,7904,2964,W-05,true,2022-03-09T22:44:00Z,2022-03-26T06:58:48Z
P-02059,NR-CTL-02059,Industrial PLC Module FN-683,Controllers,PLC Module,317718,2379,W-02,true,2022-05-15T17:41:39Z,2022-09-15T00:44:04Z
P-02060,NR-DRV-02060,Precision Planetary Gearbox GA-720,Drivetrain,Planetary Gearbox,117223,5425,W-03,true,2022-11-11T08:49:13Z,2023-04-20T20:59:31Z
P-02061,NR-EFF-02061,Modular Vacuum Gripper HN-757,End Effectors,Vacuum Gripper,386486,2556,W-05,true,2021-07-25T06:57:07Z,2021-12-27T16:51:14Z
P-02062,NR-FRM-02062,High-Torque Base Plate IA-794,Frames and Structure,Base Plate,52892,33548,W-02,true,2024-08-13T10:27:13Z,2024-08-29T11:40:39Z
P-02063,NR-PWR-02063,Heavy-Duty Power Supply Unit JN-831,Power Systems,Power Supply Unit,54644,8995,W-06,true,2024-07-29T13:33:40Z,2025-06-30T02:40:20Z
P-02064,NR-SEN-02064,Rapid-Cycle Proximity Sensor KA-868,Sensors,Proximity Sensor,67627,1844,W-08,false,2021-03-08T02:45:22Z,2021-07-16T18:00:00Z
P-02065,NR-ACT-02065,Low-Backlash Rotary Actuator LN-905,Actuators,Rotary Actuator,391134,13276,W-05,true,2023-08-14T13:50:41Z,2023-10-25T13:05:08Z
P-02066,NR-CBL-02066,Compact Servo Cable MA-942,Cabling and Connectors,Servo Cable,1955,1599,W-03,true,2021-05-03T12:08:33Z,2021-07-13T20:49:34Z
P-02067,NR-CTL-02067,Quiet-Drive Edge Compute Node NN-979,Controllers,Edge Compute Node,596411,8720,W-04,true,2022-08-12T02:11:56Z,2022-10-28T23:10:49Z
P-02068,NR-DRV-02068,Sealed Timing Belt OA-116,Drivetrain,Timing Belt,265811,10178,W-02,true,2022-06-17T16:37:11Z,2022-10-22T07:20:04Z
P-02069,NR-EFF-02069,Industrial Welding Torch PN-153,End Effectors,Welding Torch,283296,3984,W-01,true,2023-10-17T08:49:34Z,2024-08-25T14:28:14Z
P-02070,NR-FRM-02070,Precision Gantry Beam QA-190,Frames and Structure,Gantry Beam,80000,39885,W-05,true,2022-05-03T01:35:52Z,2022-10-25T12:29:52Z
P-02071,NR-PWR-02071,Modular Motor Driver RN-227,Power Systems,Motor Driver,71789,6135,W-06,true,2022-02-28T12:38:14Z,2022-12-07T18:07:47Z
P-02072,NR-SEN-02072,High-Torque Rotary Encoder SA-264,Sensors,Rotary Encoder,139217,1055,W-01,true,2023-11-21T15:04:51Z,2024-03-07T11:52:53Z
P-02073,NR-ACT-02073,Heavy-Duty Stepper Motor TN-301,Actuators,Stepper Motor,433965,5579,W-05,true,2021-04-09T16:19:30Z,2021-11-20T08:48:37Z
P-02074,NR-CBL-02074,Rapid-Cycle EtherCAT Cable UA-338,Cabling and Connectors,EtherCAT Cable,6541,2252,W-04,true,2023-06-15T16:25:35Z,2024-01-13T04:27:12Z
P-02075,NR-CTL-02075,Low-Backlash IO Expansion Board VN-375,Controllers,IO Expansion Board,121019,6482,W-08,false,2021-07-25T11:24:08Z,2022-06-06T22:43:51Z
P-02076,NR-DRV-02076,Compact Ball Screw WA-412,Drivetrain,Ball Screw,210656,10546,W-03,true,2022-07-19T08:53:00Z,2023-01-15T15:20:19Z
P-02077,NR-EFF-02077,Quiet-Drive Tool Changer XN-449,End Effectors,Tool Changer,320982,5834,W-06,true,2023-04-11T12:05:58Z,2023-12-01T11:00:08Z
P-02078,NR-FRM-02078,Sealed Mounting Bracket YA-486,Frames and Structure,Mounting Bracket,59772,31734,W-02,true,2024-11-09T17:48:02Z,2025-09-07T07:31:17Z
P-02079,NR-PWR-02079,Industrial DC-DC Converter ZN-523,Power Systems,DC-DC Converter,108311,8951,W-06,true,2021-03-06T12:20:56Z,2022-01-08T06:32:54Z
P-02080,NR-SEN-02080,Precision Thermal Camera Module AA-560,Sensors,Thermal Camera Module,92219,2326,W-01,true,2021-07-20T19:22:28Z,2021-09-26T22:46:50Z
P-02081,NR-ACT-02081,Modular Servo Motor BN-597,Actuators,Servo Motor,163081,6640,W-04,true,2023-07-03T01:35:32Z,2023-10-04T19:17:13Z
P-02082,NR-CBL-02082,High-Torque Cable Chain CA-634,Cabling and Connectors,Cable Chain,10210,2052,W-07,true,2021-09-14T04:14:45Z,2021-10-29T18:32:06Z
P-02083,NR-CTL-02083,Heavy-Duty Motion Controller DN-671,Controllers,Motion Controller,517505,3145,W-02,true,2021-07-30T02:41:41Z,2021-08-17T05:08:25Z
P-02084,NR-DRV-02084,Rapid-Cycle Harmonic Reducer EA-708,Drivetrain,Harmonic Reducer,117180,5417,W-08,true,2022-12-16T16:34:46Z,2023-09-30T21:01:55Z
P-02085,NR-EFF-02085,Low-Backlash Parallel Gripper FN-745,End Effectors,Parallel Gripper,83134,4169,W-05,true,2021-06-24T03:54:33Z,2021-11-16T03:44:41Z
P-02086,NR-FRM-02086,Compact Aluminum Extrusion GA-782,Frames and Structure,Aluminum Extrusion,46582,29414,W-01,true,2024-09-02T16:28:17Z,2025-08-28T16:09:03Z
P-02087,NR-PWR-02087,Quiet-Drive Battery Pack HN-819,Power Systems,Battery Pack,62069,15746,W-05,true,2023-10-25T17:43:19Z,2024-07-01T14:17:07Z
P-02088,NR-SEN-02088,Sealed LIDAR Unit IA-856,Sensors,LIDAR Unit,151145,2455,W-03,true,2022-03-21T00:30:50Z,2022-10-25T16:21:01Z
P-02089,NR-ACT-02089,Industrial Linear Actuator JN-893,Actuators,Linear Actuator,146280,400,W-07,true,2021-07-13T04:19:02Z,2021-07-25T19:59:04Z
P-02090,NR-CBL-02090,Precision M12 Connector KA-930,Cabling and Connectors,M12 Connector,6378,1634,W-05,true,2022-06-29T07:31:21Z,2022-12-10T11:35:02Z
P-02091,NR-CTL-02091,Modular PLC Module LN-967,Controllers,PLC Module,375427,8715,W-06,true,2022-09-11T11:37:11Z,2023-07-23T22:42:02Z
P-02092,NR-DRV-02092,High-Torque Planetary Gearbox MA-104,Drivetrain,Planetary Gearbox,206788,9432,W-02,true,2023-02-06T08:25:52Z,2024-02-25T20:40:29Z
P-02093,NR-EFF-02093,Heavy-Duty Vacuum Gripper NN-141,End Effectors,Vacuum Gripper,434759,7558,W-06,true,2024-06-14T19:17:56Z,2025-04-28T00:13:04Z
P-02094,NR-FRM-02094,Rapid-Cycle Base Plate OA-178,Frames and Structure,Base Plate,57272,39575,W-05,true,2022-10-20T04:42:55Z,2022-11-12T20:57:58Z
P-02095,NR-PWR-02095,Low-Backlash Power Supply Unit PN-215,Power Systems,Power Supply Unit,78902,10305,W-08,true,2024-11-01T21:27:07Z,2025-09-13T07:47:54Z
P-02096,NR-SEN-02096,Compact Force-Torque Sensor QA-252,Sensors,Force-Torque Sensor,202076,1820,W-02,true,2022-07-22T06:22:21Z,2022-08-12T08:54:59Z
P-02097,NR-ACT-02097,Quiet-Drive Rotary Actuator RN-289,Actuators,Rotary Actuator,450000,17000,W-04,true,2021-12-24T21:54:52Z,2022-03-04T22:43:58Z
P-02098,NR-CBL-02098,Sealed Servo Cable SA-326,Cabling and Connectors,Servo Cable,1727,2847,W-04,true,2022-06-23T19:54:55Z,2023-05-31T14:48:45Z
P-02099,NR-CTL-02099,Industrial Edge Compute Node TN-363,Controllers,Edge Compute Node,272308,3729,W-04,true,2021-04-27T14:11:25Z,2021-10-07T01:45:09Z
P-02100,NR-DRV-02100,Precision Timing Belt UA-400,Drivetrain,Timing Belt,180259,10859,W-04,true,2021-03-29T22:44:16Z,2022-01-15T12:15:24Z
P-02101,NR-EFF-02101,Modular Welding Torch VN-437,End Effectors,Welding Torch,449924,5133,W-05,true,2023-11-23T08:35:17Z,2024-07-28T19:28:15Z
P-02102,NR-FRM-02102,High-Torque Gantry Beam WA-474,Frames and Structure,Gantry Beam,21237,500,W-02,true,2022-05-12T01:02:03Z,2023-05-04T12:26:11Z
P-02103,NR-PWR-02103,Heavy-Duty Motor Driver XN-511,Power Systems,Motor Driver,229553,16340,W-07,true,2024-12-19T10:36:39Z,2025-10-24T11:15:06Z
P-02104,NR-SEN-02104,Rapid-Cycle Proximity Sensor YA-548,Sensors,Proximity Sensor,43548,2333,W-05,true,2022-09-21T13:10:04Z,2023-03-07T09:28:50Z
P-02105,NR-ACT-02105,Low-Backlash Stepper Motor ZN-585,Actuators,Stepper Motor,135022,13489,W-05,true,2021-10-30T14:58:45Z,2022-07-07T22:30:40Z
P-02106,NR-CBL-02106,Compact EtherCAT Cable AA-622,Cabling and Connectors,EtherCAT Cable,6673,869,W-06,true,2021-01-11T17:49:52Z,2021-10-29T10:27:21Z
P-02107,NR-CTL-02107,Quiet-Drive IO Expansion Board BN-659,Controllers,IO Expansion Board,435578,4013,W-04,false,2024-03-05T00:19:37Z,2025-03-11T11:54:05Z
P-02108,NR-DRV-02108,Sealed Ball Screw CA-696,Drivetrain,Ball Screw,266949,2072,W-06,true,2022-01-15T14:25:31Z,2022-01-20T05:53:06Z
P-02109,NR-EFF-02109,Industrial Tool Changer DN-733,End Effectors,Tool Changer,274310,4795,W-02,true,2023-07-27T10:59:31Z,2024-05-01T23:39:16Z
P-02110,NR-FRM-02110,Precision Mounting Bracket EA-770,Frames and Structure,Mounting Bracket,27773,34806,W-06,true,2021-08-12T03:54:03Z,2022-08-19T06:11:20Z
P-02111,NR-PWR-02111,Modular DC-DC Converter FN-807,Power Systems,DC-DC Converter,149048,15657,W-01,true,2024-08-29T21:54:10Z,2025-07-10T09:16:24Z
P-02112,NR-SEN-02112,High-Torque Rotary Encoder GA-844,Sensors,Rotary Encoder,148932,2003,W-03,true,2024-03-31T09:55:45Z,2024-08-05T16:36:20Z
P-02113,NR-ACT-02113,Heavy-Duty Servo Motor HN-881,Actuators,Servo Motor,334116,400,W-03,true,2024-08-28T03:13:24Z,2025-01-20T06:01:04Z
P-02114,NR-CBL-02114,Rapid-Cycle Cable Chain IA-918,Cabling and Connectors,Cable Chain,7444,3076,W-02,true,2024-01-07T13:29:07Z,2024-05-10T09:55:00Z
P-02115,NR-CTL-02115,Low-Backlash Motion Controller JN-955,Controllers,Motion Controller,506799,7304,W-07,true,2021-03-14T14:22:24Z,2021-06-28T17:54:47Z
P-02116,NR-DRV-02116,Compact Harmonic Reducer KA-992,Drivetrain,Harmonic Reducer,182008,9907,W-06,true,2021-01-01T04:57:30Z,2021-02-20T21:28:04Z
P-02117,NR-EFF-02117,Quiet-Drive Parallel Gripper LN-129,End Effectors,Parallel Gripper,184764,6963,W-02,true,2022-04-01T16:19:28Z,2022-07-18T02:25:31Z
P-02118,NR-FRM-02118,Sealed Aluminum Extrusion MA-166,Frames and Structure,Aluminum Extrusion,44829,42389,W-04,true,2023-03-27T23:31:52Z,2023-07-21T23:37:54Z
P-02119,NR-PWR-02119,Industrial Battery Pack NN-203,Power Systems,Battery Pack,133860,8715,W-05,true,2022-05-14T18:48:32Z,2022-07-19T02:36:56Z
P-02120,NR-SEN-02120,Precision Thermal Camera Module OA-240,Sensors,Thermal Camera Module,126732,2368,W-06,true,2022-08-28T07:07:16Z,2022-10-12T00:28:13Z
P-02121,NR-ACT-02121,Modular Linear Actuator PN-277,Actuators,Linear Actuator,333638,8223,W-02,true,2023-08-05T14:16:56Z,2023-09-28T12:44:18Z
P-02122,NR-CBL-02122,High-Torque M12 Connector QA-314,Cabling and Connectors,M12 Connector,10427,4000,W-08,true,2024-01-19T05:34:02Z,2024-11-19T18:05:56Z
P-02123,NR-CTL-02123,Heavy-Duty PLC Module RN-351,Controllers,PLC Module,614383,300,W-05,true,2021-10-14T07:23:25Z,2022-09-15T05:41:57Z
P-02124,NR-DRV-02124,Rapid-Cycle Planetary Gearbox SA-388,Drivetrain,Planetary Gearbox,315994,7283,W-07,true,2023-02-05T11:32:28Z,2024-01-20T12:58:12Z
P-02125,NR-EFF-02125,Low-Backlash Vacuum Gripper TN-425,End Effectors,Vacuum Gripper,170808,6497,W-01,true,2024-02-02T18:22:05Z,2025-03-01T23:13:01Z
P-02126,NR-FRM-02126,Compact Base Plate UA-462,Frames and Structure,Base Plate,39415,26542,W-01,true,2022-04-10T01:45:02Z,2023-04-16T10:58:19Z
P-02127,NR-PWR-02127,Quiet-Drive Power Supply Unit VN-499,Power Systems,Power Supply Unit,236108,10516,W-06,true,2022-07-16T13:55:44Z,2022-08-26T05:59:20Z
P-02128,NR-SEN-02128,Sealed LIDAR Unit WA-536,Sensors,LIDAR Unit,163795,3310,W-06,true,2021-09-21T06:08:23Z,2022-10-17T06:37:52Z
P-02129,NR-ACT-02129,Industrial Rotary Actuator XN-573,Actuators,Rotary Actuator,249263,8410,W-08,true,2024-07-04T04:21:40Z,2024-08-02T09:09:21Z
P-02130,NR-CBL-02130,Precision Servo Cable YA-610,Cabling and Connectors,Servo Cable,3514,642,W-03,true,2021-07-25T11:37:20Z,2022-08-14T18:49:55Z
P-02131,NR-CTL-02131,Modular Edge Compute Node ZN-647,Controllers,Edge Compute Node,420863,7886,W-08,true,2024-03-24T11:03:33Z,2025-01-03T09:09:07Z
P-02132,NR-DRV-02132,High-Torque Timing Belt AA-684,Drivetrain,Timing Belt,87166,7393,W-03,true,2023-06-04T04:22:08Z,2023-06-06T01:29:15Z
P-02133,NR-EFF-02133,Heavy-Duty Welding Torch BN-721,End Effectors,Welding Torch,325838,3443,W-02,true,2021-03-04T03:40:27Z,2021-09-10T12:51:38Z
P-02134,NR-FRM-02134,Rapid-Cycle Gantry Beam CA-758,Frames and Structure,Gantry Beam,37580,20925,W-08,true,2024-05-18T05:15:24Z,2025-03-27T15:47:14Z
P-02135,NR-PWR-02135,Low-Backlash Motor Driver DN-795,Power Systems,Motor Driver,208457,3784,W-04,true,2022-03-16T04:44:00Z,2023-02-27T00:38:27Z
P-02136,NR-SEN-02136,Compact Force-Torque Sensor EA-832,Sensors,Force-Torque Sensor,143372,2923,W-04,true,2024-12-08T10:06:47Z,2025-05-26T10:16:20Z
P-02137,NR-ACT-02137,Quiet-Drive Stepper Motor FN-869,Actuators,Stepper Motor,399809,10200,W-03,true,2024-07-26T18:52:18Z,2025-02-27T13:22:15Z
P-02138,NR-CBL-02138,Sealed EtherCAT Cable GA-906,Cabling and Connectors,EtherCAT Cable,10364,877,W-08,true,2024-11-20T16:28:05Z,2025-12-18T18:35:48Z
P-02139,NR-CTL-02139,Industrial IO Expansion Board HN-943,Controllers,IO Expansion Board,200638,5930,W-07,true,2021-01-23T01:38:22Z,2021-08-30T04:17:00Z
P-02140,NR-DRV-02140,Precision Ball Screw IA-980,Drivetrain,Ball Screw,51519,3714,W-08,true,2022-10-10T16:52:15Z,2023-09-14T18:10:02Z
P-02141,NR-EFF-02141,Modular Tool Changer JN-117,End Effectors,Tool Changer,236529,7556,W-03,false,2022-02-04T15:20:40Z,2022-11-27T13:48:41Z
P-02142,NR-FRM-02142,High-Torque Mounting Bracket KA-154,Frames and Structure,Mounting Bracket,48226,34331,W-04,true,2024-11-14T23:48:56Z,2025-02-04T00:39:23Z
P-02143,NR-PWR-02143,Heavy-Duty DC-DC Converter LN-191,Power Systems,DC-DC Converter,103290,12321,W-03,true,2021-01-26T07:05:53Z,2021-01-29T11:13:30Z
P-02144,NR-SEN-02144,Rapid-Cycle Proximity Sensor MA-228,Sensors,Proximity Sensor,139626,1238,W-08,true,2023-12-22T21:02:54Z,2024-04-27T18:05:43Z
P-02145,NR-ACT-02145,Low-Backlash Servo Motor NN-265,Actuators,Servo Motor,278776,13889,W-08,true,2022-04-12T07:11:38Z,2022-08-24T09:09:25Z
P-02146,NR-CBL-02146,Compact Cable Chain OA-302,Cabling and Connectors,Cable Chain,11569,10,W-01,true,2024-01-16T22:04:10Z,2025-01-09T01:30:21Z
P-02147,NR-CTL-02147,Quiet-Drive Motion Controller PN-339,Controllers,Motion Controller,455125,1293,W-03,true,2024-04-17T21:54:24Z,2025-05-12T04:42:32Z
P-02148,NR-DRV-02148,Sealed Harmonic Reducer QA-376,Drivetrain,Harmonic Reducer,6000,6205,W-07,true,2023-03-28T21:27:59Z,2024-04-07T02:42:33Z
P-02149,NR-EFF-02149,Industrial Parallel Gripper RN-413,End Effectors,Parallel Gripper,422572,7615,W-04,true,2023-03-23T03:24:25Z,2023-04-30T13:42:16Z
P-02150,NR-FRM-02150,Precision Aluminum Extrusion SA-450,Frames and Structure,Aluminum Extrusion,35162,34205,W-06,true,2022-02-01T18:40:00Z,2022-11-16T05:25:06Z
P-02151,NR-PWR-02151,Modular Battery Pack TN-487,Power Systems,Battery Pack,71660,12015,W-02,true,2024-03-15T19:18:15Z,2024-11-22T21:40:37Z
P-02152,NR-SEN-02152,High-Torque Rotary Encoder UA-524,Sensors,Rotary Encoder,43295,1635,W-05,true,2024-05-22T18:06:09Z,2025-03-19T04:57:38Z
P-02153,NR-ACT-02153,Heavy-Duty Linear Actuator VN-561,Actuators,Linear Actuator,290105,18812,W-07,false,2024-08-23T05:46:33Z,2025-08-03T16:57:52Z
P-02154,NR-CBL-02154,Rapid-Cycle M12 Connector WA-598,Cabling and Connectors,M12 Connector,9736,2829,W-08,true,2023-04-24T12:37:42Z,2023-06-09T15:03:59Z
P-02155,NR-CTL-02155,Low-Backlash PLC Module XN-635,Controllers,PLC Module,354794,4113,W-03,true,2021-07-25T16:32:44Z,2021-07-31T10:39:34Z
P-02156,NR-DRV-02156,Compact Planetary Gearbox YA-672,Drivetrain,Planetary Gearbox,239704,9465,W-02,true,2023-11-30T03:40:41Z,2024-12-27T14:46:45Z
P-02157,NR-EFF-02157,Quiet-Drive Vacuum Gripper ZN-709,End Effectors,Vacuum Gripper,172792,7401,W-07,true,2023-03-24T01:06:15Z,2024-01-27T15:29:41Z
P-02158,NR-FRM-02158,Sealed Base Plate AA-746,Frames and Structure,Base Plate,26686,52546,W-08,true,2022-07-01T21:56:13Z,2022-09-17T11:45:44Z
P-02159,NR-PWR-02159,Industrial Power Supply Unit BN-783,Power Systems,Power Supply Unit,165092,8948,W-05,true,2021-01-09T21:17:22Z,2021-01-15T04:57:23Z
P-02160,NR-SEN-02160,Precision Thermal Camera Module CA-820,Sensors,Thermal Camera Module,238161,2104,W-06,true,2024-06-11T04:42:13Z,2025-04-29T11:27:51Z
P-02161,NR-ACT-02161,Modular Rotary Actuator DN-857,Actuators,Rotary Actuator,309232,1278,W-08,true,2022-07-10T05:20:03Z,2022-09-03T14:17:48Z
P-02162,NR-CBL-02162,High-Torque Servo Cable EA-894,Cabling and Connectors,Servo Cable,4701,2480,W-04,true,2021-09-30T01:08:11Z,2022-04-17T10:08:38Z
P-02163,NR-CTL-02163,Heavy-Duty Edge Compute Node FN-931,Controllers,Edge Compute Node,571997,3360,W-01,true,2021-01-08T16:06:44Z,2021-04-30T07:15:09Z
P-02164,NR-DRV-02164,Rapid-Cycle Timing Belt GA-968,Drivetrain,Timing Belt,229922,868,W-08,true,2024-11-17T23:23:32Z,2025-10-14T16:53:27Z
P-02165,NR-EFF-02165,Low-Backlash Welding Torch HN-105,End Effectors,Welding Torch,465547,6620,W-05,true,2024-09-09T05:54:26Z,2024-10-11T18:54:56Z
P-02166,NR-FRM-02166,Compact Gantry Beam IA-142,Frames and Structure,Gantry Beam,38342,14045,W-06,true,2021-03-12T19:24:54Z,2021-10-30T12:06:43Z
P-02167,NR-PWR-02167,Quiet-Drive Motor Driver JN-179,Power Systems,Motor Driver,145270,5832,W-01,true,2022-10-01T19:06:12Z,2022-11-17T23:48:37Z
P-02168,NR-SEN-02168,Sealed LIDAR Unit KA-216,Sensors,LIDAR Unit,214408,3138,W-06,true,2023-04-20T17:26:18Z,2023-10-11T04:46:33Z
P-02169,NR-ACT-02169,Industrial Stepper Motor LN-253,Actuators,Stepper Motor,378767,12604,W-08,true,2021-11-27T05:58:23Z,2022-06-24T06:38:12Z
P-02170,NR-CBL-02170,Precision EtherCAT Cable MA-290,Cabling and Connectors,EtherCAT Cable,7367,1869,W-05,true,2024-07-03T12:44:11Z,2025-07-07T23:07:46Z
P-02171,NR-CTL-02171,Modular IO Expansion Board NN-327,Controllers,IO Expansion Board,100551,2158,W-01,true,2022-02-28T16:20:03Z,2022-11-17T03:40:19Z
P-02172,NR-DRV-02172,High-Torque Ball Screw OA-364,Drivetrain,Ball Screw,287260,7253,W-06,true,2022-08-28T15:56:28Z,2023-03-26T14:43:54Z
P-02173,NR-EFF-02173,Heavy-Duty Tool Changer PN-401,End Effectors,Tool Changer,153221,5659,W-08,true,2022-07-04T19:44:44Z,2023-04-24T03:28:50Z
P-02174,NR-FRM-02174,Rapid-Cycle Mounting Bracket QA-438,Frames and Structure,Mounting Bracket,41255,12935,W-03,true,2023-02-14T00:40:44Z,2023-08-06T01:27:00Z
